0	0.698
1000	0.698305
2000	0.69916
3000	0.700547
4000	0.702475
5000	0.704941
6000	0.70797
7000	0.711574
8000	0.716055
9000	0.721629
10000	0.728229
11000	0.735398
12000	0.742958
13000	0.750893
14000	0.758942
15000	0.767203
16000	0.775411
17000	0.783398
18000	0.791409
19000	0.799124
20000	0.806516
21000	0.814231
22000	0.82179
23000	0.829063
24000	0.836109
25000	0.842657
26000	0.848753
27000	0.854369
28000	0.85963
29000	0.864541
30000	0.869163
31000	0.873299
32000	0.876968
33000	0.880255
34000	0.882948
35000	0.8853
36000	0.887055
37000	0.888389
38000	0.889377
39000	0.890057
40000	0.890428
41000	0.890618
42000	0.890783
43000	0.890933
44000	0.891079
45000	0.891211
46000	0.891324
47000	0.891423
48000	0.891513
49000	0.89159
50000	0.891651
51000	0.891697
52000	0.891729
53000	0.89175
54000	0.89177
55000	0.891789
56000	0.891808
57000	0.891827
58000	0.891846
59000	0.891865
60000	0.891883
61000	0.891901
62000	0.89192
63000	0.891938
64000	0.891956
65000	0.891973
66000	0.891991
67000	0.892009
68000	0.892026
69000	0.892042
70000	0.892059
