0	0.5
1000	0.499689
2000	0.498792
3000	0.497302
4000	0.495123
5000	0.492236
6000	0.488568
7000	0.484058
8000	0.47848
9000	0.472151
10000	0.465901
11000	0.459404
12000	0.452742
13000	0.445449
14000	0.438623
15000	0.43146
16000	0.424781
17000	0.41897
18000	0.414242
19000	0.407604
20000	0.400815
21000	0.393597
22000	0.386562
23000	0.380146
24000	0.374177
25000	0.368698
26000	0.36372
27000	0.359287
28000	0.355093
29000	0.351387
30000	0.348226
31000	0.345609
32000	0.342723
33000	0.340304
34000	0.338154
35000	0.336481
36000	0.33537
37000	0.334733
38000	0.334589
39000	0.334181
40000	0.334013
41000	0.333786
42000	0.333466
43000	0.333303
44000	0.333303
45000	0.333157
46000	0.333079
47000	0.333078
48000	0.333078
49000	0.333078
50000	0.333077
51000	0.333077
52000	0.333076
53000	0.333075
54000	0.333075
55000	0.333074
56000	0.333074
57000	0.333073
58000	0.333073
59000	0.333072
60000	0.333071
61000	0.33307
62000	0.33307
63000	0.333069
64000	0.333069
65000	0.333068
66000	0.333067
67000	0.333067
68000	0.333066
69000	0.333065
70000	0.333064
