0	0.698
1000	0.698271
2000	0.699003
3000	0.700205
4000	0.701823
5000	0.70385
6000	0.70632
7000	0.709254
8000	0.712628
9000	0.716412
10000	0.720784
11000	0.725946
12000	0.732157
13000	0.7393
14000	0.747478
15000	0.755946
16000	0.764383
17000	0.772948
18000	0.781387
19000	0.789843
20000	0.798434
21000	0.806884
22000	0.815287
23000	0.82337
24000	0.831024
25000	0.83815
26000	0.844845
27000	0.851153
28000	0.857356
29000	0.862924
30000	0.868229
31000	0.873178
32000	0.87756
33000	0.88143
34000	0.884774
35000	0.887578
36000	0.889758
37000	0.891492
38000	0.892796
39000	0.893671
40000	0.894102
41000	0.894276
42000	0.894379
43000	0.894439
44000	0.89446
45000	0.894465
46000	0.89447
47000	0.894474
48000	0.894478
49000	0.894486
50000	0.89449
51000	0.894494
52000	0.8945
53000	0.894505
54000	0.894511
55000	0.894516
56000	0.894522
57000	0.894527
58000	0.894533
59000	0.894538
60000	0.894544
61000	0.894549
62000	0.894555
63000	0.89456
64000	0.894565
65000	0.894572
66000	0.894579
67000	0.894587
68000	0.894594
69000	0.894601
70000	0.894608
