0	0.698
1000	0.69831
2000	0.699176
3000	0.700566
4000	0.702506
5000	0.704986
6000	0.708018
7000	0.711683
8000	0.716188
9000	0.721783
10000	0.728443
11000	0.735712
12000	0.743401
13000	0.751506
14000	0.759865
15000	0.7686
16000	0.777547
17000	0.786628
18000	0.795653
19000	0.804558
20000	0.813476
21000	0.822059
22000	0.830316
23000	0.838242
24000	0.845851
25000	0.853108
26000	0.859927
27000	0.866329
28000	0.872263
29000	0.87776
30000	0.882805
31000	0.88738
32000	0.891507
33000	0.895195
34000	0.898463
35000	0.901324
36000	0.903741
37000	0.905756
38000	0.907333
39000	0.908444
40000	0.909087
41000	0.909369
42000	0.909561
43000	0.909752
44000	0.909927
45000	0.910076
46000	0.910194
47000	0.91028
48000	0.910338
49000	0.910381
50000	0.910421
51000	0.910459
52000	0.910495
53000	0.910528
54000	0.91056
55000	0.91059
56000	0.91062
57000	0.910649
58000	0.910678
59000	0.910706
60000	0.910734
61000	0.910762
62000	0.910789
63000	0.910815
64000	0.91084
65000	0.910866
66000	0.91089
67000	0.910914
68000	0.910937
69000	0.91096
70000	0.910982
