0	0.5
1000	0.499729
2000	0.498996
3000	0.4978
4000	0.496196
5000	0.494195
6000	0.491719
7000	0.488781
8000	0.485395
9000	0.481596
10000	0.477188
11000	0.471959
12000	0.465557
13000	0.458454
14000	0.45035
15000	0.44191
16000	0.433653
17000	0.42539
18000	0.416946
19000	0.40858
20000	0.400159
21000	0.391665
22000	0.383308
23000	0.375078
24000	0.367476
25000	0.360236
26000	0.353524
27000	0.347293
28000	0.341442
29000	0.336168
30000	0.330968
31000	0.326303
32000	0.322145
33000	0.318332
34000	0.315075
35000	0.312416
36000	0.310273
37000	0.308549
38000	0.307272
39000	0.306448
40000	0.306018
41000	0.305893
42000	0.305836
43000	0.305822
44000	0.305818
45000	0.305814
46000	0.305806
47000	0.305801
48000	0.305796
49000	0.305791
50000	0.305787
51000	0.305783
52000	0.305778
53000	0.305774
54000	0.305769
55000	0.305764
56000	0.30576
57000	0.305755
58000	0.30575
59000	0.305744
60000	0.305739
61000	0.305734
62000	0.305729
63000	0.305724
64000	0.305719
65000	0.305714
66000	0.305708
67000	0.305703
68000	0.305698
69000	0.305693
70000	0.305688
