800
0	-475.001	-1900	-475.001	0	0	0	
1	-475.001	-1900	-475.001	0	0	0	
2	-475.001	-1900	-475.001	0	0	0	
3	-475.001	-1900	-475.001	0	0	0	
4	-475.001	-1900	-475.001	0	0	0	
5	-475.001	-1900	-475.001	0	0	0	
6	-475.001	-1900	-475.001	0	0	0	
7	-475.001	-1900	-475.001	0	0	0	
8	-475.001	-1900	-475.001	0	0	0	
9	-475.001	-1900	-475.001	0	0	0	
10	-475.001	-1900	-475.001	0	0	0	
11	-475.001	-1900	-475.001	0	0	0	
12	-475.001	-1900	-475.001	0	0	0	
13	-475.001	-1900	-475.001	0	0	0	
14	-475.001	-1900	-475.001	0	0	0	
15	-475.001	-1900	-475.001	0	0	0	
16	-475.001	-1900	-475.001	0	0	0	
17	-475.001	-1900	-475.001	0	0	0	
18	-475.001	-1900	-475.001	0	0	0	
19	-475.001	-1900	-475.001	0	0	0	
20	-475.001	-1900	-475.001	0	0	0	
21	-475.001	-1900	-475.001	0	0	0	
22	-475.001	-1900	-475.001	0	0	0	
23	-475.001	-1900	-475.001	0	0	0	
24	-475.001	-1900	-475.001	0	0	0	
25	-475.001	-1900	-475.001	0	0	0	
26	-475.001	-1900	-475.001	0	0	0	
27	-475.001	-1900	-475.001	0	0	0	
28	-475.001	-1900	-475.001	0	0	0	
29	-475.001	-1900	-475.001	0	0	0	
30	-475.001	-1900	-475.001	0	0	0	
31	-475.001	-1900	-475.001	0	0	0	
32	-475.001	-1900	-475.001	0	0	0	
33	-475.001	-1900	-475.001	0	0	0	
34	-475.001	-1900	-475.001	0	0	0	
35	-475.001	-1900	-475.001	0	0	0	
36	-475.001	-1900	-475.001	0	0	0	
37	-475.001	-1900	-475.001	0	0	0	
38	-475.001	-1900	-475.001	0	0	0	
39	-475.001	-1900	-475.001	0	0	0	
40	-450.001	-1800	-450.001	0	0	0	
41	-450.001	-1800	-450.001	0	0	0	
42	-450.001	-1800	-450.001	0	0	0	
43	-450.001	-1800	-450.001	0	0	0	
44	-450.001	-1800	-450.001	0	0	0	
45	-450.001	-1800	-450.001	0	0	0	
46	-450.001	-1800	-450.001	0	0	0	
47	-450.001	-1800	-450.001	0	0	0	
48	-450.001	-1800	-450.001	0	0	0	
49	-450.001	-1800	-450.001	0	0	0	
50	-450.001	-1800	-450.001	0	0	0	
51	-450.001	-1800	-450.001	0	0	0	
52	-450.001	-1800	-450.001	0	0	0	
53	-450.001	-1800	-450.001	0	0	0	
54	-450.001	-1800	-450.001	0	0	0	
55	-450.001	-1800	-450.001	0	0	0	
56	-450.001	-1800	-450.001	0	0	0	
57	-450.001	-1800	-450.001	0	0	0	
58	-450.001	-1800	-450.001	0	0	0	
59	-450.001	-1800	-450.001	0	0	0	
60	-450.001	-1800	-450.001	0	0	0	
61	-450.001	-1800	-450.001	0	0	0	
62	-450.001	-1800	-450.001	0	0	0	
63	-450.001	-1800	-450.001	0	0	0	
64	-450.001	-1800	-450.001	0	0	0	
65	-450.001	-1800	-450.001	0	0	0	
66	-450.001	-1800	-450.001	0	0	0	
67	-450.001	-1800	-450.001	0	0	0	
68	-450.001	-1800	-450.001	0	0	0	
69	-450.001	-1800	-450.001	0	0	0	
70	-450.001	-1800	-450.001	0	0	0	
71	-450.001	-1800	-450.001	0	0	0	
72	-450.001	-1800	-450.001	0	0	0	
73	-450.001	-1800	-450.001	0	0	0	
74	-450.001	-1800	-450.001	0	0	0	
75	-450.001	-1800	-450.001	0	0	0	
76	-450.001	-1800	-450.001	0	0	0	
77	-450.001	-1800	-450.001	0	0	0	
78	-450.001	-1800	-450.001	0	0	0	
79	-450.001	-1800	-450.001	0	0	0	
80	-425.001	-1700	-425.001	0	0	0	
81	-425.001	-1700	-425.001	0	0	0	
82	-425.001	-1700	-425.001	0	0	0	
83	-425.001	-1700	-425.001	0	0	0	
84	-425.001	-1700	-425.001	0	0	0	
85	-425.001	-1700	-425.001	0	0	0	
86	-425.001	-1700	-425.001	0	0	0	
87	-425.001	-1700	-425.001	0	0	0	
88	-425.001	-1700	-425.001	0	0	0	
89	-425.001	-1700	-425.001	0	0	0	
90	-425.001	-1700	-425.001	0	0	0	
91	-425.001	-1700	-425.001	0	0	0	
92	-425.001	-1700	-425.001	0	0	0	
93	-425.001	-1700	-425.001	0	0	0	
94	-425.001	-1700	-425.001	0	0	0	
95	-425.001	-1700	-425.001	0	0	0	
96	-425.001	-1700	-425.001	0	0	0	
97	-425.001	-1700	-425.001	0	0	0	
98	-425.001	-1700	-425.001	0	0	0	
99	-425.001	-1700	-425.001	0	0	0	
100	-425.001	-1700	-425.001	0	0	0	
101	-425.001	-1700	-425.001	0	0	0	
102	-425.001	-1700	-425.001	0	0	0	
103	-425.001	-1700	-425.001	0	0	0	
104	-425.001	-1700	-425.001	0	0	0	
105	-425.001	-1700	-425.001	0	0	0	
106	-425.001	-1700	-425.001	0	0	0	
107	-425.001	-1700	-425.001	0	0	0	
108	-425.001	-1700	-425.001	0	0	0	
109	-425.001	-1700	-425.001	0	0	0	
110	-425.001	-1700	-425.001	0	0	0	
111	-425.001	-1700	-425.001	0	0	0	
112	-425.001	-1700	-425.001	0	0	0	
113	-425.001	-1700	-425.001	0	0	0	
114	-425.001	-1700	-425.001	0	0	0	
115	-425.001	-1700	-425.001	0	0	0	
116	-425.001	-1700	-425.001	0	0	0	
117	-425.001	-1700	-425.001	0	0	0	
118	-425.001	-1700	-425.001	0	0	0	
119	-425.001	-1700	-425.001	0	0	0	
120	-400.001	-1600	-400.001	0	0	0	
