0	0.5
1000	0.499595
2000	0.498822
3000	0.497629
4000	0.496025
5000	0.493977
6000	0.491498
7000	0.488542
8000	0.48514
9000	0.481302
10000	0.476812
11000	0.471501
12000	0.46507
13000	0.457949
14000	0.449974
15000	0.441629
16000	0.433517
17000	0.425323
18000	0.416988
19000	0.408716
20000	0.400384
21000	0.391981
22000	0.383762
23000	0.375699
24000	0.368157
25000	0.361027
26000	0.354374
27000	0.348135
28000	0.342158
29000	0.336871
30000	0.331643
31000	0.326851
32000	0.322651
33000	0.318718
34000	0.315124
35000	0.312017
36000	0.309462
37000	0.307435
38000	0.305884
39000	0.30479
40000	0.304171
41000	0.303982
42000	0.303959
43000	0.303956
44000	0.303954
45000	0.303951
46000	0.303948
47000	0.303945
48000	0.303943
49000	0.30394
50000	0.303937
