0	0.5
1000	0.499504
2000	0.49848
3000	0.496896
4000	0.4946
5000	0.491643
6000	0.487856
7000	0.483188
8000	0.477458
9000	0.471462
10000	0.465233
11000	0.459331
12000	0.452354
13000	0.444477
14000	0.436949
15000	0.429745
16000	0.423108
17000	0.417673
18000	0.412874
19000	0.40798
20000	0.4028
21000	0.397096
22000	0.391
23000	0.384418
24000	0.378955
25000	0.374755
26000	0.370675
27000	0.366582
28000	0.362431
29000	0.358672
30000	0.355198
31000	0.351904
32000	0.348766
33000	0.345775
34000	0.342944
35000	0.340432
36000	0.338311
37000	0.336658
38000	0.335444
39000	0.334685
40000	0.334426
41000	0.334232
42000	0.33407
43000	0.33383
44000	0.333599
45000	0.333436
46000	0.333333
47000	0.333323
48000	0.333322
49000	0.333319
50000	0.333316
